"chapterId","questionType","QuestionPhrase","Answer1","Answer2","Answer3","Answer4","Answer5","CorrectAnswerAsLetter","textIfCorrect","textIfIncorrect","questionImageId","solutionImageId"
"40","Multiple Choice","<SPAN STYLE="""" >Welches Zeigerbild geh&ouml;rt zum Liniendiagramm?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","d","VOID","<SPAN STYLE="""" >Auf der t-Achse kann die Phasenverschiebung von 60&deg; abgelesen werden.<BR>Ausserdem m&uuml;ssen die Zeigerl&auml;ngen mit den Amplitudenl&auml;ngen des Liniendiagramms &uuml;bereinstimmen.</SPAN>","718",""
"40","Multiple Choice","<SPAN STYLE="""" >Welches Liniendiagramm geh&ouml;rt zum Zeigerbild?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","b","VOID","<SPAN STYLE="""" >Die Zeigerl&auml;ngen u und i, so wie der Phasenverschiebungswinkel m&uuml;ssen &uuml;bereinstimmen.<BR></SPAN>","719",""
"40","Multiple Choice","<SPAN STYLE="""" >Welches Diagramm ist richtig gezeichnet?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","b","<SPAN STYLE="""" >Bei jedem Nulldurchgang von i oder u muss die Leistung S = 0 sein, denn eine Multiplikation mit 0 ergibt die L&ouml;sung 0. (S = u * i). Man beachte auch die Vorzeichenregel bei der Multiplikation.</SPAN>","<SPAN STYLE="""" >Bei jedem Nulldurchgang von i oder u muss die Leistung S = 0 sein, denn eine Multiplikation mit 0 ergibt die L&ouml;sung 0. (S = u * i). Man beachte auch die Vorzeichenregel bei der Multiplikation.</SPAN>","720",""
"40","Multiple Choice","<SPAN STYLE="""" >Welches Bild trifft f&uuml;r einen induktiven Widerstand zu?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","b","<SPAN STYLE="""" >Der induktive Widerstand wird mit der linearen Gleichung XL = 2 * Pi * f  * L  berechnet. (2 * Pi* L ) sind konstante Werte. Der Widerstand wird durch die Frequenz proportional beeinflusst.</SPAN>","<SPAN STYLE="""" >Der induktive Widerstand wird mit der linearen Gleichung XL = 2 * Pi * f  * L  berechnet. (2 * Pi* L ) sind konstante Werte. Der Widerstand wird durch die Frequenz proportional beeinflusst.</SPAN>","723",""
"40","Multiple Choice","<SPAN STYLE="""" >Der Leistungsfaktor cos&phi; gibt an:</SPAN>","<SPAN STYLE="""" >Wie viele % der Scheinleistung als Blindleistung umgesetzt wird.</SPAN>","<SPAN STYLE="""" >Wie viele % der Wirkleistung als Blindleistung umgesetzt wird</SPAN>","<SPAN STYLE="""" >Wie viele % der Wirkleistung als Scheinleistung umgesetzt wird.</SPAN>","<SPAN STYLE="""" >Wie viele % der Scheinleistung als Wirkleistung umgesetzt wird.</SPAN>","VOID","d","VOID","<SPAN STYLE="""" >cos &phi;= P / S       P = S * cos &phi;</SPAN>","724",""
"40","Multiple Choice","<SPAN STYLE="""" >Der Leistungsfaktor cos&phi; ist...</SPAN>","<SPAN STYLE="""" >die Differenz zwischen Schein- und Wirkleistung.</SPAN>","<SPAN STYLE="""" >das Verh&auml;ltnis zwischen Wirk- und Scheinleistung.</SPAN>","<SPAN STYLE="""" >das Verh&auml;ltnis zwischen Wirk- und Blindleistung.</SPAN>","<SPAN STYLE="""" >die Differenz zwischen Wirk- und Blindleistung.</SPAN>","VOID","b","VOID","<SPAN STYLE="""" >cos &phi;= P / S</SPAN>","725",""
"40","Multiple Choice","<SPAN STYLE="""" >Wenn der Leistungsfaktor cos&phi; steigt, dann wird:</SPAN>","<SPAN STYLE="""" >Das Verh&auml;ltnis Blindleistung / Wirkleistung gr&ouml;sser</SPAN>","<SPAN STYLE="""" >Das Verh&auml;ltnis Wirkleistung / Scheinleistung gr&ouml;sser</SPAN>","<SPAN STYLE="""" >Das Verh&auml;ltnis Scheinleistung / Wirkleistung gr&ouml;sser</SPAN>","<SPAN STYLE="""" >Das Verh&auml;ltnis Blindleistung / Scheinleistung gr&ouml;sser</SPAN>","VOID","b","<SPAN STYLE="""" >Wenn der cos &phi; steigt, wird der Winkel kleiner <BR>cos &phi; = P / S</SPAN>","<SPAN STYLE="""" >Wenn der cos &phi; steigt, wird der Winkel kleiner <BR>cos &phi; = P / S <BR></SPAN>","726","727"
"40","Multiple Choice","<SPAN STYLE="""" >Bei welcher Darstellung ist das Linienbild dem Zeigerbild richtig zugeordnet?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","b","<SPAN STYLE="""" >Die Phasenverschiebung gem&auml;ss dem Liniendiagramm ist etwa 45&deg;. Diese Phasenverschiebung muss auch im Zeigerdiagramm sein.</SPAN>","<SPAN STYLE="""" >Die Phasenverschiebung gem&auml;ss dem Liniendiagramm ist etwa 45&deg;. Diese Phasenverschiebung muss auch im Zeigerdiagramm sein.</SPAN>","729",""
"40","Multiple Choice","<SPAN STYLE="""" >Auf welche Art ver&auml;ndert sich die Stromst&auml;rke I , wenn die Frequenz vergr&ouml;ssert wird? <BR>(Die Spannung U bleibt dabei konstant)</SPAN>","<SPAN STYLE="""" >Die Stromst&auml;rke I wird kleiner.</SPAN>","<SPAN STYLE="""" >Die Stromst&auml;rke I wird gr&ouml;sser.</SPAN>","<SPAN STYLE="""" >Die Stromst&auml;rke I bleibt gleich gross.</SPAN>","VOID","VOID","a","<SPAN STYLE="""" >XL = 2*Pi*f*L . Wird die Frequenz vergr&ouml;ssert, steigt der Blindwiderstand der Spule. Dadurch auch der Gesamtwiderstand Z. Der Strom wird kleiner.</SPAN>","<SPAN STYLE="""" >XL = 2*Pi*f*L . Wird die Frequenz vergr&ouml;ssert, steigt der Blindwiderstand der Spule</SPAN>","732","733"
"40","Multiple Choice","<SPAN STYLE="""" >Auf welche Art ver&auml;ndert sich die Spannung UL, wenn die Frequenz vergr&ouml;ssert wird? <BR>(Die Spannung U bleibt dabei konstant)</SPAN>","<SPAN STYLE="""" >UL wird kleiner.</SPAN>","<SPAN STYLE="""" >UL wird gr&ouml;sser.</SPAN>","<SPAN STYLE="""" >UL bleibt gleich.</SPAN>","VOID","VOID","b","VOID","<SPAN STYLE="""" >XL = 2*Pi*f*L . Wird die Frequenz vergr&ouml;ssert, steigt der Blindwiderstand der Spule.</SPAN>","734","735"
"40","Multiple Choice","<SPAN STYLE="""" >Auf welche Art ver&auml;ndert sich die Spannung UR, wenn die Frequenz verkleinert wird? <BR>(Die Spannung U bleibt dabei konstant)</SPAN>","<SPAN STYLE="""" >UR wird gr&ouml;sser.</SPAN>","<SPAN STYLE="""" >UR bleibt gleich.</SPAN>","<SPAN STYLE="""" >UR wird kleiner.</SPAN>","VOID","VOID","a","<SPAN STYLE="""" >XL = 2*Pi*f*L . Wird die Frequenz verkleinert, sinkt der Blindwiderstand der Spule. UL wird kleiner. Weil U konstant bleibt, steigt UR.</SPAN>","<SPAN STYLE="""" >XL = 2*Pi*f*L . Wird die Frequenz verkleinert, sinkt der Blindwiderstand der Spule. UL wird kleiner.</SPAN>","736","737"
"40","Multiple Choice","<SPAN STYLE="""" >Welches Zeigerdiagramm ist richtig?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","c","<SPAN STYLE="""" >U ist die gr&ouml;sste Spannung. Ur und UL sind um 90&deg; verschoben.</SPAN>","<SPAN STYLE="""" >U ist die gr&ouml;sste Spannung. Ur und UL sind um 90&deg; verschoben. UL eilt UR 90&deg; voraus</SPAN>","738",""
"40","Multiple Choice","<SPAN STYLE="""" >Welches Zeigerdiagramm ist richtig?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","b","<SPAN STYLE="""" >Z ist die gr&ouml;sste Spannung. R und XL sind um 90&deg; verschoben</SPAN>","<SPAN STYLE="""" >Z ist die gr&ouml;sste Spannung. R und XL sind um 90&deg; verschoben</SPAN>","739",""
"40","Multiple Choice","<SPAN STYLE="""" >Bei welchem Bild ist der Leistungsfaktor am gr&ouml;ssten?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","c","VOID","<SPAN STYLE="""" >Der Leistungsfaktor ist um so gr&ouml;sser, je kleiner der Phasenverschiebungswinkel ist. Die Gr&ouml;sse der Spannung und des Stromes hat keinen Einfluss auf den Leistungsfaktor. Der Leistungsfaktor gibt an, wie viele % der Scheinleistung in Wirkleistung umgewandelt wird.</SPAN>","740",""
"40","Multiple Choice","<SPAN STYLE="""" >Welches Bild geh&ouml;rt nicht zu einem ohmisch- induktiven Verbraucher? (Motor, Transformator, Drosselspule)</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","d","VOID","<SPAN STYLE="""" >Der Phasenverschiebungswinkel kann nicht gr&ouml;sser als 90&deg; werden.</SPAN>","741",""
"40","Multiple Choice","<SPAN STYLE="""" >Bei welchem Bild ist der Phasenverschiebungswinkel richtig eingezeichnet?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","a","VOID","<SPAN STYLE="""" >Der Phasenverschiebungswinkel liegt zwischen R und Z. (Zwischen Wirk--und Schein--)<BR>cos &phi; = R / Z</SPAN>","742",""
"40","Multiple Choice","<SPAN STYLE="""" >Welches Zeigerdiagramm geh&ouml;rt zu der Schaltung?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","d","VOID","<SPAN STYLE="""" >Der Strom I ist &uuml;berall zur gleichen Zeit gleich gross und hat die gleiche Richtung.</SPAN>","743",""
"40","Multiple Choice","<SPAN STYLE="""" >Wie gross ist der Widerstand R?</SPAN>","<SPAN STYLE="""" >2 &Omega;</SPAN>","<SPAN STYLE="""" >1 &Omega;</SPAN>","<SPAN STYLE="""" >1,73 &Omega;</SPAN>","<SPAN STYLE="""" >2,23 &Omega;</SPAN>","VOID","c","<SPAN STYLE="""" >Die beiden Widerst&auml;nde R und XL sind um 90&deg; verschoben, Z = U / I .<BR>Mit Hilfe des Satzes von Pythagoras kann R berechnet werden.</SPAN>","<SPAN STYLE="""" >Die beiden Widerst&auml;nde R und XL sind um 90&deg; verschoben, Z = U / I .<BR>Mit Hilfe des Satzes von Pythagoras kann R berechnet werden.</SPAN>","750","751"
"40","Multiple Choice","<SPAN STYLE="""" >Auf welche Art ver&auml;ndert sich der Leistungsfaktor, wenn die Frequenz vergr&ouml;ssert wird?</SPAN>","<SPAN STYLE="""" >Bleibt gleich</SPAN>","<SPAN STYLE="""" >Wird gr&ouml;sser</SPAN>","<SPAN STYLE="""" >Wird kleiner</SPAN>","VOID","VOID","c","<SPAN STYLE="""" >Mit steigender Frequenz steigt auch der induktive Widerstand. Der Ohmsche Widerstand bleibt jedoch gleich gross. Der Phasenverschiebungswinkel wird gr&ouml;sser. Dadurch wird der Leistungsfaktor kleiner.</SPAN>","<SPAN STYLE="""" >Mit steigender Frequenz steigt auch der induktive Widerstand. Der Ohmsche Widerstand bleibt jedoch gleich gross. Der Phasenverschiebungswinkel wird gr&ouml;sser.</SPAN>","752","753"
"40","Multiple Choice","<SPAN STYLE="""" >Ein Relais 12 V AC wird an 12 V DC angeschlossen. Welche Antwort ist richtig?</SPAN>","<SPAN STYLE="""" >Das Relais hat bei Gleichspannung einen kleineren Widerstand. Es fliesst ein zu grosser Strom.</SPAN>","<SPAN STYLE="""" >Das Relais funktioniert an AC und an DC gleich gut, weil der ohmsche Widerstand der Spule ja gleich bleibt.</SPAN>","<SPAN STYLE="""" >Das Relais hat an Gleichspannung einen gr&ouml;sseren Widerstand. Es fliesst ein zu kleiner Strom.</SPAN>","<SPAN STYLE="""" >Beim Anschluss an DC entstehen Wirbelstr&ouml;me, welche das Relais zerst&ouml;ren.</SPAN>","VOID","a","<SPAN STYLE="""" >Beim Anschluss an DC fehlt der Wechselstromwiderstand XL, welcher beim Anschluss an AC entsteht.</SPAN>","<SPAN STYLE="""" >Beim Anschluss an DC fehlt der Wechselstromwiderstand XL, welcher beim Anschluss an AC entsteht.</SPAN>","",""
"40","Multiple Choice","<SPAN STYLE="""" >Welches Zeigerdiagramm ist richtig?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","b","<SPAN STYLE="""" >Der gr&ouml;sste Strom ist I und setzt sich aus IR und IL , welche 90&deg; auseinander liegen zusammen.</SPAN>","<SPAN STYLE="""" >Der gr&ouml;sste Strom ist I und setzt sich aus IR und IL , welche 90&deg; auseinander liegen zusammen.</SPAN>","756",""
"40","Multiple Choice","<SPAN STYLE="""" >Wenn der Phasenverschiebungswinkel gr&ouml;sser wird, dann....</SPAN>","<SPAN STYLE="""" >wird der cos </SPAN><SPAN STYLE=""font-family: 'Symbol';"" >j </SPAN><SPAN STYLE="""" >gr&ouml;sser</SPAN>","<SPAN STYLE="""" >wird das Verh&auml;ltnis Wirkleistung / Scheinleistung gr&ouml;sser</SPAN>","<SPAN STYLE="""" >wird das Verh&auml;ltnis Scheinleistung / Wirkleistung kleiner</SPAN>","<SPAN STYLE="""" >wird der cos </SPAN><SPAN STYLE=""font-family: 'Symbol';"" >j</SPAN><SPAN STYLE="""" > kleiner</SPAN>","VOID","d","<SPAN STYLE="""" >Der Phasenverschiebungswinkel liegt zwischen P und S.   cos</SPAN><SPAN STYLE=""font-family: 'Symbol';"" > j </SPAN><SPAN STYLE="""" >= P / S. (Wenn der cos </SPAN><SPAN STYLE=""font-family: 'Symbol';"" >j</SPAN><SPAN STYLE="""" > = 1 ist, ist der Winkel </SPAN><SPAN STYLE=""font-family: 'Symbol';"" >j</SPAN><SPAN STYLE="""" > = 0&deg;)</SPAN>","<SPAN STYLE="""" >Der Phasenverschiebungswinkel liegt zwischen P und S.   cos</SPAN><SPAN STYLE=""font-family: 'Symbol';"" > j </SPAN><SPAN STYLE="""" >= P / S. (Wenn der cos </SPAN><SPAN STYLE=""font-family: 'Symbol';"" >j</SPAN><SPAN STYLE="""" > = 1 ist, ist der Winkel </SPAN><SPAN STYLE=""font-family: 'Symbol';"" >j</SPAN><SPAN STYLE="""" > = 0&deg;)</SPAN>","757","758"
"40","Multiple Choice","<SPAN STYLE="""" >Mit welcher Gleichung kann der Blindwiderstand einer Spule nicht berechnet werden?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","d","<SPAN STYLE="""" >Es gelten die gleichen Gesetze wie bei ohmschen Widerst&auml;nden.</SPAN>","<SPAN STYLE="""" >Es gelten die gleichen Gesetze wie bei ohmschen Widerst&auml;nden.</SPAN>","760",""
"41","Multiple Choice","<SPAN STYLE="""" >Bei welchem Bild ist die Blindleistung eines Kondensators an Wechselspannung richtig dargestellt?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","b","VOID","<SPAN STYLE="""" >Jeder Nulldurchgang von i oder u ergibt die Blindleistung Null, weil die Multiplikation mit Null das Resultat Null ergibt. Ausserdem ist die Vorzeichenregel ( + - ) bei der Multiplikation q = i*u zu beachten.</SPAN>","761",""
"41","Multiple Choice","<SPAN STYLE="""" >Welches Zeigerbild geh&ouml;rt zum Liniendiagramm?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","d","VOID","<SPAN STYLE="""" >Das Zeigerbild dreht sich gegen den Uhrzeigersinn. Dadurch erfolgt der Nulldurchgang des Spannungszeigers zeitlich nach dem Stromzeiger. Der Stromzeiger ist l&auml;nger als der Spannungszeiger</SPAN>","762",""
"41","Multiple Choice","<SPAN STYLE="""" >Welches Liniendiagramm geh&ouml;rt zum Zeigerbild?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","b","VOID","<SPAN STYLE="""" >Die Zeitachse ist in 12 Abschnitte eingeteilt. Demzufolge hat ein Abschnitt 360&deg; / 12 = 30&deg;. Der Spannungspfeil ist l&auml;nger als der Strompfeil. Das Zeigerbild dreht sich gegen den Uhrzeigersinn.</SPAN>","763",""
"41","Multiple Choice","<SPAN STYLE="""" >Welches Diagramm ist richtig gezeichnet?<BR>s = Scheinleistung    i = Strom      u = Spannung</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","d","VOID","<SPAN STYLE="""" >Bei jedem Nulldurchgang von Spannung oder Strom, ergibt die Leistung s = u*i den Wert Null. Bei der Multiplikation s =  u*i muss die Vorzeichenregel (+ -) beachtet werden.</SPAN>","764",""
"41","Multiple Choice","<SPAN STYLE="""" >Welches Bild trifft f&uuml;r einen kapazitiven Widerstand zu?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","a","VOID","<SPAN STYLE="""" >Der Widerstand berechnet sich mit Xc = 1/ (2*Pi*f*C). Je gr&ouml;sser die Frequenz, desto kleiner der Widerstand. Bei der Frequenz (Null) ergibt es einen Widerstand (Unendlich), und bei der Frequenz (Unendlich) einen Widerstand von (Null).</SPAN>","767",""
"41","Multiple Choice","<SPAN STYLE="""" >Unter dem Begriff cos &phi;  versteht man:</SPAN>","<SPAN STYLE="""" >Die Differenz zwischen Schein- und Wirkleistung.</SPAN>","<SPAN STYLE="""" >Das Verh&auml;ltnis zwischen Wirk- und Scheinleistung.</SPAN>","<SPAN STYLE="""" >Das Verh&auml;ltnis zwischen Wirk- und Blindleistung.</SPAN>","<SPAN STYLE="""" >Die Differenz zwischen Wirk- und Blindleistung.</SPAN>","VOID","b","VOID","<SPAN STYLE="""" >Der cos &phi; sagt aus, wie viel von der Scheinleistung in Wirkleistung umgesetzt wird.</SPAN>","","768"
"41","Multiple Choice","<SPAN STYLE="""" >Bei einer Serienschaltung von einem Wirkwiderstand und einem Kondensator...</SPAN>","<SPAN STYLE="""" >- kann der Blindwiderstand gleich gross sein wie der Wirkwiderstand.</SPAN>","<SPAN STYLE="""" >- kann der Wirkwiderstand nie gleich gross sein wie der Scheinwiderstand.</SPAN>","<SPAN STYLE="""" >- ist der Blindwiderstand immer kleiner als der Wirkwiderstand.</SPAN>","<SPAN STYLE="""" >- ist der Blindwiderstand immer gr&ouml;sser als der Wirkwiderstand.</SPAN>","<SPAN STYLE="""" >- ist der Blindwiderstand immer kleiner als der Scheinwiderstand.</SPAN>","ae","VOID","VOID","769","770"
"41","Multiple Choice","<SPAN STYLE="""" >Wenn der Leistungsfaktor sinkt, dann wird:</SPAN>","<SPAN STYLE="""" >Das Verh&auml;ltnis Blindleistung / Wirkleistung kleiner</SPAN>","<SPAN STYLE="""" >Das Verh&auml;ltnis Wirkleistung / Scheinleistung kleiner</SPAN>","<SPAN STYLE="""" >Das Verh&auml;ltnis Scheinleistung / Wirkleistung kleiner</SPAN>","<SPAN STYLE="""" >Das Verh&auml;ltnis Blindleistung / Scheinleistung kleiner</SPAN>","VOID","b","<SPAN STYLE="""" >Wenn der Leistungsfaktor ( cos &phi; ) kleiner wird, dann wird der Winkel  &phi; gr&ouml;sser</SPAN>","<SPAN STYLE="""" >Wenn der Leistungsfaktor ( cos &phi; ) kleiner wird, dann ist die Wirkleistung P gegen&uuml;ber der Scheinleistung S kleiner geworden.</SPAN>","771","772"
"41","Multiple Choice","<SPAN STYLE="""" >Bei welchem Bild ist das Linienbild dem Zeigerbild richtig zugeordnet?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","d","VOID","<SPAN STYLE="""" >Die Zeigerl&auml;nge im Zeigerdiagrammist gleich gross wie entsprechende  Amplitude im Liniendiagramm. Die Phasenverschiebung zwischen U und I betr&auml;gt 45&deg;</SPAN>","774",""
"41","Multiple Choice","<SPAN STYLE="""" >Auf welche Art ver&auml;ndert sich die Stromst&auml;rke I, wenn die Frequenz verkleinert wird? (Die Spannung U bleibt konstant)</SPAN>","<SPAN STYLE="""" >Die Stromst&auml;rke bleibt gleich.</SPAN>","<SPAN STYLE="""" >Die Stromst&auml;rke wird gr&ouml;sser.</SPAN>","<SPAN STYLE="""" >Die Stromst&auml;rke wird kleiner.</SPAN>","VOID","VOID","c","VOID","<SPAN STYLE="""" >Der Widerstand des Kondensators berechnet man mit: Xc = 1/ (2*Pi*f*C).<BR>Wird also die Frequenz f kleiner, so steigt der Widerstand Xc des Kondensators, und dadurch auch der Gesamtwiderstand Z. Die Stromst&auml;rke sinkt deshalb.</SPAN>","777","778"
"41","Multiple Choice","<SPAN STYLE="""" >Auf welche Art ver&auml;ndert sich  die Spannung UC  wenn die Frequenz vergr&ouml;ssert wird? (Die Spannung U bleibt konstant)</SPAN>","<SPAN STYLE="""" >bleibt gleich</SPAN>","<SPAN STYLE="""" >wird kleiner</SPAN>","<SPAN STYLE="""" >wird gr&ouml;sser</SPAN>","VOID","VOID","b","VOID","<SPAN STYLE="""" >Der Widerstand des Kondensators berechnet man mit: Xc = 1/ (2*Pi*f*C).<BR>Wird also die Frequenz f gr&ouml;sser, so sinkt der Widerstand Xc des Kondensators. Dadurch sinkt auch die Spannung &uuml;ber dem Kondensator.</SPAN>","779","780"
"41","Multiple Choice","<SPAN STYLE="""" >Auf welche Art ver&auml;ndert sich die Spannung UC, wenn die Frequenz verkleinert wird? (Die Spannung U bleibt konstant)</SPAN>","<SPAN STYLE="""" >bleibt gleich</SPAN>","<SPAN STYLE="""" >wird kleiner</SPAN>","<SPAN STYLE="""" >wird gr&ouml;sser</SPAN>","VOID","VOID","c","<SPAN STYLE="""" >Der Widerstand des Kondensators berechnet man mit: Xc = 1/ (2*Pi*f*C).<BR>Wird also die Frequenz f kleiner, so steigt der Widerstand Xc des Kondensators. Dadurch steigt  die Spannung &uuml;ber dem Kondensator und sinkt diejenige &uuml;ber dem Widerstand.</SPAN>","<SPAN STYLE="""" >Der Widerstand des Kondensators berechnet man mit: Xc = 1/ (2*Pi*f*C).<BR>Wird also die Frequenz f kleiner, so steigt der Widerstand Xc des Kondensators. Dadurch steigt  die Spannung &uuml;ber dem Kondensator und sinkt diejenige &uuml;ber dem Widerstand.</SPAN>","781","782"
"41","Multiple Choice","<SPAN STYLE="""" >Bei welchem Bild ist der Leistungsfaktor am kleinsten?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","d","<SPAN STYLE="""" >Das ist vom Phasenverschiebungswinkel cos &phi; abh&auml;ngig. Der Leistungsfaktor sagt aus wie viel der Scheinleistung in Wirkleistung umgesetzt wird. Beim gr&ouml;ssten Phasenverschiebungswinkel besteht der kleinste Leistungsfaktor.</SPAN>","<SPAN STYLE="""" >Das ist vom Phasenverschiebungswinkel cos &phi; abh&auml;ngig. Der Leistungsfaktor sagt aus wie viel der Scheinleistung in Wirkleistung umgesetzt wird. Beim gr&ouml;ssten Phasenverschiebungswinkel besteht der kleinste Leistungsfaktor.</SPAN>","783",""
"41","Multiple Choice","<SPAN STYLE="""" >Welches Bild geh&ouml;rt nicht zu einem ohmisch- kapazitiven Verbraucher?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","c","<SPAN STYLE="""" >Der Phasenverschiebungswinkel kann nicht gr&ouml;sser  als 90&deg; sein.</SPAN>","<SPAN STYLE="""" >Der Phasenverschiebungswinkel kann nicht gr&ouml;sser  als 90&deg; sein.</SPAN>","784",""
"41","Multiple Choice","<SPAN STYLE="""" >Welches Zeigerdiagramm ist richtig gezeichnet?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","d","<SPAN STYLE="""" >Die Stromst&auml;rke ist &uuml;berall gleich gross und er fliesst &uuml;berall zur gleichen Zeit.</SPAN>","<SPAN STYLE="""" >Die Stromst&auml;rke ist &uuml;berall gleich gross und er fliesst &uuml;berall zur gleichen Zeit.</SPAN>","785",""
"41","Multiple Choice","<SPAN STYLE="""" >Auf welche Art ver&auml;ndert sich der Leistungsfaktor, wenn die Frequenz vergr&ouml;ssert wird?</SPAN>","<SPAN STYLE="""" >Wird gr&ouml;sser.</SPAN>","<SPAN STYLE="""" >Wird kleiner.</SPAN>","<SPAN STYLE="""" >Bleibt gleich gross.</SPAN>","VOID","VOID","a","VOID","<SPAN STYLE="""" >Der Widerstand des Kondensators berechnet man mit Xc = 1/ (2*Pi*f*C)<BR>Wird die Frequenz vergr&ouml;ssert, sinkt der Widerstand Xc (von C) und dadurch auch seine Blindleistung. Der Leistungsfaktor gibt an, wie viel von der Scheinleistung in Wirkleistung umgewandelt wird.</SPAN>","794","795"
"41","Multiple Choice","<SPAN STYLE="""" >Ein Kondensator ist angeschrieben mit 16 V AC. Wie gross darf eine Gleichspannung sein, die an diesen Kondensator angeschlossen werden darf?</SPAN>","<SPAN STYLE="""" >Er darf nicht an eine Gleichspannung angeschlossen werden.</SPAN>","<SPAN STYLE="""" >Er darf im Maximum an 11,3 V angeschlossen werden.</SPAN>","<SPAN STYLE="""" >Er darf im Maximum an 16 V angeschlossen werden.</SPAN>","<SPAN STYLE="""" >Er darf im Maximum an 22,6 V angeschlossen werden.</SPAN>","VOID","d","<SPAN STYLE="""" >Der Kondensator muss f&uuml;r den Spannungsspitzenwert dimensioniert sein.<BR>Wurzel 2 * Effektivwert</SPAN>","<SPAN STYLE="""" >Der Kondensator muss f&uuml;r den Spannungsspitzenwert dimensioniert sein.<BR>Wurzel 2 * Effektivwert</SPAN>","",""
