"categorySetId","questionType","questionPhrase","Answer1","Answer2","Answer3","Answer4","Answer5","CorrectAnswerAsLetter","textIfCorrect","textIfIncorrect","questionImageId","solutionImageId","autor","pointsToAchieve"
"7.3.2","Multiple Choice","<SPAN STYLE="""" >Welche Installationsarbeiten darf jedermann in selbstbewohnten R&auml;umen ausf&uuml;hren?</SPAN>","<SPAN STYLE="""" >in einphasigen Stromkreisen hinter FI - 30</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >mA: Steckdose Typ 13 montieren</SPAN>","<SPAN STYLE="""" >in dreiphasigen Stromkreisen hinter FI - 10</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >mA: Steckdose Typ 15 montieren</SPAN>","<SPAN STYLE="""" >Kochherd anschliessen</SPAN>","<SPAN STYLE="""" >Steckdose Typ 12 versetzen</SPAN>","VOID","a","<SPAN STYLE="""" >NIV  Art. 16<BR><BR><BR></SPAN>","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.3.2","Multiple Choice","<SPAN STYLE="""" >Die Ergebnisse der Schlusskontrolle m&uuml;ssen festgehalten werden im sogenannten:</SPAN>","<SPAN STYLE="""" >Kontrollbericht</SPAN>","<SPAN STYLE="""" >Schlussbericht</SPAN>","<SPAN STYLE="""" >Sicherheitsnachweis</SPAN>","<SPAN STYLE="""" >Installationsbericht</SPAN>","VOID","c","<SPAN STYLE="""" >NIV Art. 24<BR><BR><BR><BR></SPAN>","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.3.2","Multiple Choice","<SPAN STYLE="""" >M&uuml;ssen Installationsarbeiten vor deren Ausf&uuml;hrung der Netzbetreiberin gemeldet werden?</SPAN>","<SPAN STYLE="""" >Nein, nie</SPAN>","<SPAN STYLE="""" >Ja, immer</SPAN>","<SPAN STYLE="""" >Ja, bei Installationen mit mehr als 2</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >kVA Anschlusswert</SPAN>","<SPAN STYLE="""" >Ja, bei Installationen mit mehr als 3,6</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >kVA Anschlusswert</SPAN>","VOID","d","<SPAN STYLE="""" >NIV Art. 23<BR><BR><BR><BR></SPAN>","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.3.2","Multiple Choice","<SPAN STYLE="""" >Wer meldet der Netzbetreiberin den Abschluss der Installationsarbeiten durch Einreichen des Sicherheitsnachweises?</SPAN>","<SPAN STYLE="""" >der Elektroinstallateur, der die Arbeiten ausgef&uuml;hrt hat</SPAN>","<SPAN STYLE="""" >der Chefmonteur, der die Schlusskontrolle durchgef&uuml;hrt hat.</SPAN>","<SPAN STYLE="""" >der Elektrokontrolleur</SPAN>","<SPAN STYLE="""" >der Eigent&uuml;mer der Installation</SPAN>","VOID","d","<SPAN STYLE="""" >NIV Art. 23<BR><BR><BR><BR></SPAN>","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.3.2","Multiple Choice","<SPAN STYLE="""" >Muss nach erfolgter Schlusskontrolle der Netzbetreiberin den Abschluss der Installationsarbeiten gemeldet werden?</SPAN>","<SPAN STYLE="""" >Nein</SPAN>","<SPAN STYLE="""" >Ja, durch einen Telefonanruf</SPAN>","<SPAN STYLE="""" >Ja, durch Einreichen des Sicherheitsnachweises</SPAN>","<SPAN STYLE="""" >Nur, wenn M&auml;ngel festgestellt wurden</SPAN>","VOID","c","<SPAN STYLE="""" >NIV Art. 23<BR><BR><BR><BR></SPAN>","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.3.2","Multiple Choice","<SPAN STYLE="""" >Nach der Fertigstellung einer Installation muss eine Schlusskontrolle durchgef&uuml;hrt werden. Wer darf diese Schlusskontrolle durchf&uuml;hren?</SPAN>","<SPAN STYLE="""" >fachkundige Personen</SPAN>","<SPAN STYLE="""" >Chefmonteur</SPAN>","<SPAN STYLE="""" >Elektroinstallateur</SPAN>","<SPAN STYLE="""" >Montage-Elektriker</SPAN>","VOID","ab","<SPAN STYLE="""" >NIV Art. 24<BR><BR><BR><BR></SPAN>","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.3.2","Multiple Choice","<SPAN STYLE="""" >Kontrollorgane ben&ouml;tigen eine Kontrollbewilligung. <BR>Wer erteilt diese Bewilligung?</SPAN>","<SPAN STYLE="""" >der VSEI</SPAN>","<SPAN STYLE="""" >das ESTI</SPAN>","<SPAN STYLE="""" >die Netzbetreiberin</SPAN>","<SPAN STYLE="""" >eine akkreditierte Inspektionsstelle</SPAN>","VOID","b","<SPAN STYLE="""" >NIV Art. 26<BR><BR><BR></SPAN>","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.3.2","Multiple Choice","<SPAN STYLE="""" >Welche der nachfolgend aufgef&uuml;hrten Personen erhalten eine Kontrollbewilligung?</SPAN>","<SPAN STYLE="""" >der Sicherheitsberater</SPAN>","<SPAN STYLE="""" >der Chefmonteur</SPAN>","<SPAN STYLE="""" >fachkundige Personen</SPAN>","<SPAN STYLE="""" >sachkundige Personen</SPAN>","<SPAN STYLE="""" >Elektroinstallateure</SPAN>","cba","<SPAN STYLE="""" >NIV Art. 27<BR><BR><BR></SPAN>","<SPAN STYLE="""" >Es sind drei Antworten richtig</SPAN>","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.3.2","Multiple Choice","<SPAN STYLE="""" >Welche der nachfolgenden Installationen m&uuml;ssen j&auml;hrlich kontrolliert werden?</SPAN>","<SPAN STYLE="""" >Schulen</SPAN>","<SPAN STYLE="""" >Baustellen</SPAN>","<SPAN STYLE="""" >M&auml;rkte</SPAN>","<SPAN STYLE="""" >Gastst&auml;tten</SPAN>","<SPAN STYLE="""" >B&uuml;rogeb&auml;ude</SPAN>","bc","<SPAN STYLE="""" >Anhang (Art. 32 Abs. 4)<BR><BR><BR></SPAN>","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.3.4","Multiple Choice","<SPAN STYLE="""" >Wer kann von der NIN abweichende Ausf&uuml;hrungen f&uuml;r einzelne bestimmte Anlagen bewilligen?</SPAN>","<SPAN STYLE="""" >die Netzbetreiberin</SPAN>","<SPAN STYLE="""" >der Elektroinstallateur</SPAN>","<SPAN STYLE="""" >das Eidgen&ouml;ssische Starkstrominspektorat ESTI</SPAN>","<SPAN STYLE="""" >der Elektro-Kontrolleur</SPAN>","VOID","c","<SPAN STYLE="""" >NIN COMPACT  1.0.4.1 Seite 12<BR>NIN  1.0.4.1<BR><BR></SPAN>","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.3.4","Multiple Choice","<SPAN STYLE="""" >Die NIN gilt f&uuml;r Stromkreise mit einer Nennspannung bis:</SPAN>","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >400</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >&thinsp;</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >V</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >AC</SPAN>","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >690</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >&thinsp;</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >V</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >DC</SPAN>","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >1000</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >&thinsp;</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >V</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >AC</SPAN>","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >1500</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >&thinsp;</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >V</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >DC</SPAN>","VOID","cd","<SPAN STYLE="""" >NIN COMPACT  1.1.1.2a Seite4<BR>NIN  1.1.1.2a<BR><BR></SPAN>","<SPAN STYLE="""" >Es sind 2 Antworten richtig</SPAN>","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.3.4","Multiple Choice","<SPAN STYLE="""" >Die bevorzugten Frequenzen, die in dieser Norm ber&uuml;cksichtigt werden, sind:</SPAN>","<SPAN STYLE="""" >50</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >Hz</SPAN>","<SPAN STYLE="""" >60</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >Hz</SPAN>","<SPAN STYLE="""" >100</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >Hz</SPAN>","<SPAN STYLE="""" >400</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >Hz</SPAN>","<SPAN STYLE="""" >1000</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >Hz</SPAN>","abd","<SPAN STYLE="""" >NIN COMPACT  1.1.1.2a Seite 13<BR>NIN  1.1.1.2a<BR><BR></SPAN>","<SPAN STYLE="""" >Es sind 3 Antworten richtig</SPAN>","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.3.4","Multiple Choice","<SPAN STYLE="""" >Die NIN ist anzuwenden f&uuml;r elektrische Anlagen in und von:</SPAN>","<SPAN STYLE="""" >Wohnbauten</SPAN>","<SPAN STYLE="""" >elektrische Bahnanlagen</SPAN>","<SPAN STYLE="""" >Elektroautos</SPAN>","<SPAN STYLE="""" >vorgefertigten Geb&auml;uden</SPAN>","VOID","ad","<SPAN STYLE="""" >NIN COMPACT  1.1.1.1 und 1.1.1.3 Seite 13 und 14<BR>NIN  1.1.1.1 und 1.1.1.3<BR><BR></SPAN>","<SPAN STYLE="""" >Es sind 2 Antworten richtig</SPAN>","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.3.4","Multiple Choice","<SPAN STYLE="""" >Bei welchen elektrischen Anlagen sind die NIN anzuwenden?</SPAN>","<SPAN STYLE="""" >bei Gewerbe- und Industriebauten</SPAN>","<SPAN STYLE="""" >bei elektrischen Anlagen an Bord von Schiffen</SPAN>","<SPAN STYLE="""" >bei landwirtschaftlichen Bauten</SPAN>","<SPAN STYLE="""" >bei elektrischen Anlagen in Flugzeugen</SPAN>","VOID","ac","<SPAN STYLE="""" >NIN COMPACT  1.1.1.1 und 1.1.1.3 Seite 13 und 14<BR>NIN 1.1.1.1 und 1.1.1.3<BR><BR></SPAN>","<SPAN STYLE="""" >Es sind 2 Antworten richtig</SPAN>","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.3.4","Multiple Choice","<SPAN STYLE="""" >Wo gelten die NIN?</SPAN>","<SPAN STYLE="""" >bei &ouml;ffentlichen Beleuchtungsanlagen</SPAN>","<SPAN STYLE="""" >f&uuml;r Signale bei elektrischen Bahnanlagen</SPAN>","<SPAN STYLE="""" >in tempor&auml;ren und provisorischen Anlagen</SPAN>","<SPAN STYLE="""" >bei &ouml;ffentlichen Bauten</SPAN>","VOID","cd","<SPAN STYLE="""" >NIN COMPACT  1.1.1.1 und 1.1.1.3 Seite 13 und 14<BR>NIN  1.1.1.1 und 1.1.1.3<BR><BR></SPAN>","<SPAN STYLE="""" >Es sind 2 Antworten richtig</SPAN>","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.3.4","Multiple Choice","<SPAN STYLE="""" >F&uuml;r welche Anlagen gelten die NIN nicht?</SPAN>","<SPAN STYLE="""" >Starkstromanlagen</SPAN>","<SPAN STYLE="""" >Schwachstromanlagen</SPAN>","<SPAN STYLE="""" >Niederspannungsanlagen</SPAN>","<SPAN STYLE="""" >Kleinspannungsanlagen</SPAN>","VOID","b","<SPAN STYLE="""" >NIN COMPACT  1.1.1.2a Seite4<BR>NIN  1.1.1.2a<BR><BR></SPAN>","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.3.4","Multiple Choice","<SPAN STYLE="""" >Die NIN gelten f&uuml;r:</SPAN>","<SPAN STYLE="""" >elektrische Betriebsmittel von Fahrzeugen</SPAN>","<SPAN STYLE="""" >Stromkreise mit U&gt;1000</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >V, die aus einer Niederspannungsinstallation gespeist werden</SPAN>","<SPAN STYLE="""" >die Erweiterung oder &Auml;nderung von bestehenden Anlagen</SPAN>","<SPAN STYLE="""" >die interne Verdrahtung von Ger&auml;ten</SPAN>","VOID","bc","<SPAN STYLE="""" >NIN COMPACT  1.1.1.1 und 1.1.1.3 Seite 13 und 14<BR>NIN  1.1.1.2 und 1.1.1.3<BR><BR></SPAN>","<SPAN STYLE="""" >Es sind 2 Antworten richtig</SPAN>","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.3.4","Multiple Choice","<SPAN STYLE="""" >Wer darf zus&auml;tzliche Bestimmungen zu den NIN erlassen?</SPAN>","<SPAN STYLE="""" >die Netzbetreiberin</SPAN>","<SPAN STYLE="""" >der Elektro-Kontrolleur</SPAN>","<SPAN STYLE="""" >der Chefmonteur</SPAN>","<SPAN STYLE="""" >der Anlagebesitzer</SPAN>","VOID","ad","<SPAN STYLE="""" >NIN COMPACT  E1.0.2.1 Seite 9 und 10<BR>NIN  1.0.2 und 1.0.3<BR><BR></SPAN>","<SPAN STYLE="""" >Es sind 2 Antworten richtig</SPAN>","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.3.4","Multiple Choice","<SPAN STYLE="""" >Wer darf noch weitere Vorschriften erlassen?</SPAN>","<SPAN STYLE="""" >Vereinigung kantonaler Feuerversicherungen</SPAN>","<SPAN STYLE="""" >Verein Schweizerischer Elektrokontrolleure</SPAN>","<SPAN STYLE="""" >Schweizerische Unfallversicherungsanstalt SUVA</SPAN>","<SPAN STYLE="""" >Eidgen&ouml;ssisches Starkstrominspektorat ESTI</SPAN>","<SPAN STYLE="""" >Verband Schweizerischer Elektroinstallateure VSEI</SPAN>","dca","<SPAN STYLE="""" >NIN COMPACT  E1.0.2.1 Seite 10<BR>NIN  1.0.3.2 B+E<BR><BR></SPAN>","<SPAN STYLE="""" >Es sind 3 Antworten richtig</SPAN>","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.3.4","Multiple Choice","<SPAN STYLE="""" >Welche Bestimmungen sind in den Weisungen der Netzbetreiberinnen zu finden?</SPAN>","<SPAN STYLE="""" >Plombierung von &Uuml;berstromunterbrechern, Z&auml;hlern usw.</SPAN>","<SPAN STYLE="""" >FI-Schutz</SPAN>","<SPAN STYLE="""" >Farben von Taster-, Lampendr&auml;hten usw.</SPAN>","<SPAN STYLE="""" >Angaben &uuml;ber die Hauseinf&uuml;hrung</SPAN>","VOID","ad","<SPAN STYLE="""" >NIN  1.0.2.1 B+E<BR><BR><BR></SPAN>","<SPAN STYLE="""" >Es sind 2 Antworten richtig</SPAN>","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.3.4","Multiple Choice","<SPAN STYLE="""" >Anlagebesitzer d&uuml;rfen in eigenen Anlagen Vorschriften erlassen, wenn diese:</SPAN>","<SPAN STYLE="""" >zus&auml;tzliche Sicherheit bringen oder die Sicherheit nicht ber&uuml;hren</SPAN>","<SPAN STYLE="""" >die NIN versch&auml;rfen</SPAN>","<SPAN STYLE="""" >nicht gegen die Weisungen der Netzbetreiberinnen EWN verstossen</SPAN>","<SPAN STYLE="""" >die Weisungen der Netzbetreiberinnen EWN versch&auml;rfen</SPAN>","VOID","ac","<SPAN STYLE="""" >NIN COMPACT  E1.F Seite 6 und E1.0.2.1 Seite 10<BR>NIN  1.0.3.1<BR><BR></SPAN>","<SPAN STYLE="""" >Es sind 2 Antworten richtig</SPAN>","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.3.4","Multiple Choice","<SPAN STYLE="""" >Welche Bestimmungen sind in den Weisungen der Netzbetreiberinnen zu finden?</SPAN>","<SPAN STYLE="""" >Wahl der Rohrart</SPAN>","<SPAN STYLE="""" >Querschnitt und Farbe der Steuerdr&auml;hte</SPAN>","<SPAN STYLE="""" >Aufheizzeiten von Warmwassererw&auml;rmern usw.</SPAN>","<SPAN STYLE="""" >Wahl der Art der Erdverbindung: TN-S oder TN-C</SPAN>","VOID","bc","<SPAN STYLE="""" >NIN COMPACT  E1.0.2.1 Seite 9<BR>NIN  1.0.2.1 B+E<BR><BR></SPAN>","<SPAN STYLE="""" >Es sind 2 Antworten richtig</SPAN>","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.3.4","Multiple Choice","<SPAN STYLE="""" >Anlagebesitzer d&uuml;rfen in ihren eigenen Installationen:</SPAN>","<SPAN STYLE="""" >Nennstromst&auml;rken von FI-Schaltern festlegen</SPAN>","<SPAN STYLE="""" >zus&auml;tzlichen FI-Schutz verlangen</SPAN>","<SPAN STYLE="""" >Anzahl der Steuerdr&auml;hte festlegen</SPAN>","<SPAN STYLE="""" >alle Steckdosen mit Schutzkragen ausr&uuml;sten</SPAN>","VOID","bd","<SPAN STYLE="""" >NIN COMPACT  1.0.3.2 Seite 12<BR>NIN  1.0.3.1 B+E<BR><BR></SPAN>","<SPAN STYLE="""" >Es sind 2 Antworten richtig</SPAN>","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.3.4","Multiple Choice","<SPAN STYLE="""" >Die Netzbetreiberin darf zus&auml;tzliche Bestimmungen erlassen wenn sie:</SPAN>","<SPAN STYLE="""" >die Bestimmungen der NIN versch&auml;rfen</SPAN>","<SPAN STYLE="""" >die Bestimmungen der NIN abschw&auml;chen</SPAN>","<SPAN STYLE="""" >f&uuml;r den Betrieb und Unterhalt notwendig sind</SPAN>","<SPAN STYLE="""" >wegen der Energietarife notwendig sind</SPAN>","VOID","cd","<SPAN STYLE="""" >NIN COMPACT  E1.0.2.1 Seite 9<BR>NIN  1.0.2.1<BR><BR></SPAN>","<SPAN STYLE="""" >Es sind 2 Antworten richtig</SPAN>","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.3.4","Multiple Choice","<SPAN STYLE="""" >Was versteht man unter einer Schwachstromanlage?</SPAN>","<SPAN STYLE="""" >U &lt; 50</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >V</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-bottom;"" >AC</SPAN><SPAN STYLE=""font-weight: bold;"" > </SPAN><SPAN STYLE="""" >(120</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >V</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-bottom;"" >DC</SPAN><SPAN STYLE="""" >) </SPAN><SPAN STYLE=""font-weight: bold;"" >und</SPAN><SPAN STYLE="""" > I &lt; 2</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >A</SPAN>","<SPAN STYLE="""" >U &lt; 50</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >V</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-bottom;"" >AC</SPAN><SPAN STYLE="""" > (120</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >V</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-bottom;"" >DC</SPAN><SPAN STYLE="""" >) </SPAN><SPAN STYLE=""font-weight: bold;"" >oder</SPAN><SPAN STYLE="""" > I &lt; 2</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >A</SPAN>","<SPAN STYLE="""" >U &gt; 50</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >V</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-bottom;"" >AC</SPAN><SPAN STYLE=""font-weight: bold;"" > </SPAN><SPAN STYLE="""" >(120</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >V</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-bottom;"" >DC</SPAN><SPAN STYLE="""" >) </SPAN><SPAN STYLE=""font-weight: bold;"" >und</SPAN><SPAN STYLE="""" > I &gt; 2</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >A</SPAN>","<SPAN STYLE="""" >U &gt; 50</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >V</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-bottom;"" >AC</SPAN><SPAN STYLE="""" > (120</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >V</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-bottom;"" >DC</SPAN><SPAN STYLE="""" >) </SPAN><SPAN STYLE=""font-weight: bold;"" >oder</SPAN><SPAN STYLE="""" > I &gt; 2</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >A</SPAN>","VOID","a","<SPAN STYLE="""" >NIN COMPACT 1.1.1.2 Seite 13<BR>NIN 1.1.1.2<BR><BR></SPAN>","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.4.1","Multiple Choice","<SPAN STYLE="""" >Bei welchen Bereichen handelt es sich um eine Starkstromanlage?</SPAN>","<SPAN STYLE="""" >Bereich 1</SPAN>","<SPAN STYLE="""" >Bereich 2</SPAN>","<SPAN STYLE="""" >Bereich 3</SPAN>","<SPAN STYLE="""" >Bereich 4</SPAN>","VOID","abd","<SPAN STYLE="""" >NIN COMPACT  F2.1 Seite 12<BR>NIN  2.2.1.57<BR><BR><BR></SPAN>","<SPAN STYLE="""" >Es sind 3 Antworten richtig<BR><BR><BR></SPAN>","2287","","<SPAN STYLE="""" >HB</SPAN>","1"
"7.4.1","Multiple Choice","<SPAN STYLE="""" >Kleinspannungsanlagen sind Anlagen mit:</SPAN>","<SPAN STYLE="""" >U &lt; 12</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >V~</SPAN>","<SPAN STYLE="""" >U &lt; 50</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >V~</SPAN>","<SPAN STYLE="""" >U &lt; 100</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >V~</SPAN>","<SPAN STYLE="""" >U &lt; 120</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 12px;font-weight: bold;"" >&thinsp;</SPAN><SPAN STYLE="""" >V-</SPAN>","VOID","bd","<SPAN STYLE="""" >NIN  COMPACT F2.1 Seite 12<BR><BR><BR><BR></SPAN>","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
